HocoNum,HighSpeed,population
300017,0,0
300019,0,41382
300020,0,189294
300023,0,10227
300025,0,329399
300026,0,9305
300027,0,253040
300029,0,1918117
300031,1,11663
300036,1,191755
300037,0,137034
300040,0,12823
300043,0,3024653
300047,0,12237
300049,1,30824
300053,0,147727
300059,0,16685
300061,0,16797
300063,0,3560311
300065,0,38998
300067,0,319855
300069,0,266
300072,0,762
300073,0,42834
300074,0,20653
300074,1,1034
300076,0,582
300077,0,3124
300078,0,653321
300080,0,30606
300082,0,18128
300083,0,41239
300085,0,118008
300087,1,13704
300088,0,376
300090,0,1083
300091,1,51387
300092,0,13192
300093,0,1513
300095,0,34482
300096,0,1176
300101,0,111400
300105,0,32784
300106,0,2547
300107,0,4657
300110,0,6881
300111,0,27271
300112,0,29069
300116,0,8786
300117,0,14799
300119,0,5682
300120,0,243514
300122,0,3966
300123,0,143796
300124,0,12500
300125,0,47622
