HocoNum,TechType,HighSpeed,population,state
131051,DOCSIS,0,20380,GA
131051,DOCSIS,1,5135,GA
131051,DSL,0,23024,GA
131051,FTTH,0,113,GA
131052,DSL,0,7665,GA
131052,FTTH,1,46553,GA
131073,DSL,0,7860,GA
131073,FTTH,0,8195,GA
131076,DOCSIS,0,25272,GA
131076,DSL,0,31168,GA
131076,Other,0,31879,GA
131113,DSL,0,28694,GA
131113,FTTH,1,24082,GA
131310,DSL,0,89422,GA
131310,FTTH,0,6089,GA
131310,FTTH,1,22784,GA
131310,Other,0,333,GA
131365,DSL,0,11705,GA
131365,FTTH,1,9256,GA
131413,DSL,0,1385452,GA
131413,DSL,1,17011,GA
131413,FTTH,0,62746,GA
131413,FTTH,1,43640,GA
131480,DOCSIS,0,85098,GA
131480,DOCSIS,1,404867,GA
131480,FTTH,1,374588,GA
131485,FTTH,0,20311,GA
140030,DSL,0,18078,GA
140030,FTTH,1,10255,GA
150206,DOCSIS,1,66278,GA
150235,DOCSIS,0,11194,GA
150236,DOCSIS,0,19603,GA
150258,DOCSIS,0,35204,GA
150258,DOCSIS,1,31873,GA
150258,DSL,0,29747,GA
150258,FTTH,0,850,GA
150258,FTTH,1,769,GA
150292,DOCSIS,0,68591,GA
160151,Other,0,369,GA
180012,DOCSIS,1,13752,GA
190008,DOCSIS,0,368,GA
190058,FTTH,1,102599,GA
190134,FTTH,1,28911,GA
