HocoNum,HighSpeed,population,state
130875,0,7513,IN
130904,0,64747,IN
130904,1,6743,IN
130905,0,17388,IN
130921,0,338999,IN
131016,0,721245,IN
131032,0,50408,IN
131078,0,7707,IN
131078,1,3185,IN
131081,0,35050,IN
131081,1,470660,IN
131108,0,69279,IN
131108,1,15539,IN
131124,0,44271,IN
131225,0,25790,IN
131285,0,7557,IN
131285,1,3847,IN
131286,0,7587,IN
131310,0,191075,IN
131310,1,18119,IN
131444,0,6426,IN
131444,1,203,IN
131451,0,10432,IN
131480,1,273286,IN
131520,0,2209,IN
140048,0,101764,IN
140064,0,156859,IN
170102,0,0,IN
170105,0,7992,IN
180010,0,14616,IN
190056,0,23130,IN
190192,0,66,IN
190211,0,128704,IN
190236,0,924508,IN
190320,0,6770,IN
200070,0,57,IN
210063,0,13890,IN
210063,1,0,IN
210087,0,21145,IN
210087,1,6684,IN
220027,0,56280,IN
240070,0,7471,IN
250007,0,15697,IN
250027,0,56640,IN
250081,0,10,IN
260004,0,2040,IN
270023,0,32464,IN
290009,0,86763,IN
290039,0,7251,IN
290079,0,21625,IN
300005,0,42969,IN
300005,1,5651,IN
300079,0,887271,IN
300091,1,39331,IN
300146,0,346,IN
300176,0,3421,IN
310066,0,484772,IN
320093,0,6373,IN
320121,0,19421,IN
330045,0,729,IN
330090,0,941,IN
340005,0,394,IN
350073,0,3131,IN
360008,0,13,IN
360009,1,55028,IN
360043,0,21,IN
360101,1,400,IN
360118,0,3367,IN
130008,0,18327,IA
130035,1,9170,IA
130040,0,4870,IA
130045,0,11958,IA
130046,0,1916,IA
130066,0,6477,IA
130092,0,3011,IA
130096,0,2610,IA
130120,0,11236,IA
130127,0,84,IA
130142,0,288,IA
130154,0,6093,IA
130154,1,12660,IA
130169,0,6107,IA
130179,0,10048,IA
130183,1,88298,IA
130204,0,1063,IA
130204,1,2844,IA
130207,1,992,IA
130218,0,870,IA
130218,1,40971,IA
130223,0,1108,IA
130228,0,1738599,IA
130228,1,99399,IA
130235,0,0,IA
130258,0,85082,IA
130259,0,1992,IA
130259,1,6746,IA
130285,0,2514,IA
130290,0,1228,IA
130290,1,11753,IA
130302,0,9175,IA
130310,0,4083,IA
130321,0,7801,IA
130324,0,5669,IA
130325,0,3680,IA
130335,0,8085,IA
130343,0,6358,IA
130344,0,5457,IA
130346,0,5727,IA
130347,0,3272,IA
130353,0,3537,IA
130360,1,73343,IA
130374,0,7413,IA
130390,0,5223,IA
130390,1,12984,IA
130419,0,138,IA
130419,1,3262,IA
130421,0,2507,IA
130433,0,5041,IA
130450,0,2963,IA
130472,0,7534,IA
130473,0,1920,IA
130473,1,3882,IA
130475,1,8681,IA
130477,0,9675,IA
130478,0,1063,IA
130482,1,6257,IA
130483,0,5697,IA
130484,0,4973,IA
130484,1,15486,IA
130485,0,36816,IA
130488,0,1102,IA
130489,0,3828,IA
130495,0,897,IA
130535,0,5727,IA
130552,0,21854,IA
130559,0,12522,IA
130560,0,2177,IA
130560,1,14571,IA
130567,0,13533,IA
130574,1,3673,IA
130590,0,696,IA
130596,1,3699,IA
130598,0,29340,IA
130621,0,10012,IA
130626,0,1290,IA
130630,0,8980,IA
130631,0,1680,IA
130641,1,7244,IA
130677,0,5279,IA
130682,1,6777,IA
130693,0,4976,IA
130695,0,1560,IA
130709,0,3083,IA
130724,0,1269,IA
130732,0,8172,IA
130756,0,710,IA
130757,0,22919,IA
130757,1,7339,IA
130759,0,3955,IA
130766,0,1853,IA
130767,0,2523,IA
130774,0,11472,IA
130774,1,21711,IA
130782,0,15979,IA
130782,1,2671,IA
130785,0,18127,IA
130787,0,1746,IA
130803,0,223,IA
130803,1,4190,IA
130804,0,5329,IA
130804,1,2056858,IA
130805,1,6984,IA
130837,0,5905,IA
130839,0,3522,IA
130845,0,20532,IA
130846,0,4518,IA
130849,0,7871,IA
130877,0,7816,IA
130877,1,50078,IA
130878,0,14443,IA
130906,0,1607,IA
130930,0,1671,IA
130938,0,19012,IA
130938,1,2162,IA
130953,0,27508,IA
130956,0,7,IA
130969,1,3592,IA
130974,0,4421,IA
130979,0,488,IA
130983,0,749,IA
130989,0,1377,IA
130989,1,4037,IA
131003,0,561,IA
131006,0,9777,IA
131008,0,1046,IA
131008,1,6034,IA
131010,0,8510,IA
131066,0,1762,IA
131071,0,2867,IA
131085,0,1141,IA
131096,0,2468,IA
131114,0,2389,IA
131116,0,11448,IA
131126,0,2504,IA
131127,0,13627,IA
131135,0,778,IA
131142,0,2813,IA
131146,0,1697,IA
131166,0,3099,IA
131171,0,845,IA
131172,0,1463,IA
131222,0,7952,IA
131222,1,43104,IA
131239,1,11939,IA
131240,0,179,IA
131243,0,1923,IA
131243,1,959,IA
131267,0,3879,IA
131276,0,2005,IA
131310,0,351259,IA
131315,0,864,IA
131321,0,1458,IA
131354,0,1523,IA
131379,0,28971,IA
131394,0,34496,IA
131413,0,473747,IA
131414,0,5316,IA
131415,0,5253,IA
131457,0,9689,IA
131458,0,12003,IA
131461,0,9812,IA
131463,0,33973,IA
131463,1,7563,IA
131472,0,8373,IA
131472,1,921,IA
131494,0,22752,IA
131507,0,44630,IA
131510,0,1170,IA
131612,0,13023,IA
131613,0,30058,IA
140048,0,1734545,IA
140076,0,2024,IA
140106,0,4484,IA
150272,0,148,IA
160115,0,15,IA
160127,0,79952,IA
160127,1,3058,IA
160129,0,1529,IA
160160,0,76125,IA
160160,1,22971,IA
170014,0,2608,IA
170050,0,5124,IA
170062,0,4375,IA
190025,0,57,IA
190080,0,3525,IA
190085,0,2553,IA
190101,0,11710,IA
190101,1,5184,IA
190103,0,484,IA
190108,1,1392,IA
190150,0,90348,IA
190180,0,2503,IA
190223,0,1847,IA
190244,0,10236,IA
210069,0,169,IA
210080,0,495,IA
240056,1,191491,IA
240081,0,1667,IA
240086,0,4,IA
240089,0,1110,IA
240089,1,14,IA
240103,0,686,IA
260050,0,58569,IA
270084,0,5307,IA
280005,0,15686,IA
290050,0,12825,IA
300074,0,617,IA
300079,0,54450,IA
300083,0,41239,IA
300101,0,111400,IA
300107,0,3571,IA
300131,0,35665,IA
300164,0,97,IA
300186,0,9570,IA
300186,1,22476,IA
310010,0,21036,IA
310023,1,11767,IA
320014,0,4688,IA
320031,0,57,IA
330045,0,2551,IA
340004,0,635,IA
340015,0,90577,IA
340015,1,1139,IA
350025,1,9876,IA
350054,0,64,IA
360012,0,130865,IA
360052,1,4315,IA
360073,0,4688,IA
360093,0,10022,IA
360131,0,76,IA
130077,0,1855486,KS
130077,1,249158,KS
130084,0,1191,KS
130114,0,169,KS
130127,0,693,KS
130144,0,17977,KS
130183,1,64398,KS
130228,0,201249,KS
130228,1,0,KS
130235,1,606735,KS
130314,1,9864,KS
130317,0,1019,KS
130317,1,127031,KS
130335,0,137491,KS
130335,1,53410,KS
130360,1,1074997,KS
130364,0,24483,KS
130364,1,18641,KS
130370,0,12217,KS
130370,1,19936,KS
130429,0,53025,KS
130460,0,2408,KS
130471,0,20108,KS
130551,0,5575,KS
130555,0,1134,KS
130565,0,3692,KS
130569,0,79,KS
130581,0,1202,KS
130594,0,41635,KS
130616,0,6994,KS
130684,0,401638,KS
130711,0,1814,KS
130771,0,2308,KS
130804,0,24,KS
130804,1,35038,KS
130821,1,114367,KS
130833,0,49260,KS
130860,1,7601,KS
130886,0,17790,KS
131030,0,15,KS
131030,1,7211,KS
131043,0,371,KS
